Disease,Doctor Name,Specialization,Hospital,Experience,Phone Number,Rating,Availability Time
Hepatitis E,Dr. Ramesh Iyer,Endocrinologist,Medanta,8 years,+91 8765432109,4.2,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Neha Kapoor,Gastroenterologist,AIIMS Delhi,8 years,+91 6543210987,4.2,6:00 PM - 9:00 PM
Tuberculosis,Dr. Ramesh Iyer,ENT Specialist,AIIMS Delhi,18 years,+91 4321098765,3.5,2:00 PM - 5:00 PM
Common Cold,Dr. Sanjay Verma,Dermatologist,Tata Memorial Hospital,20 years,+91 3210987654,5.0,4:00 PM - 7:00 PM
Pneumonia,Dr. Sanjay Verma,Pulmonologist,Fortis Hospital,25 years,+91 5432109876,4.7,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Sanjay Verma,Neurologist,AIIMS Delhi,8 years,+91 4321098765,4.9,8:00 AM - 11:00 AM
Heart attack,Dr. Sunita Rao,General Physician,Medanta,15 years,+91 4321098765,3.5,8:00 AM - 11:00 AM
Varicose veins,Dr. Sunita Rao,Orthopedic,Manipal Hospital,18 years,+91 7654321098,4.7,10:00 AM - 1:00 PM
Hypothyroidism,Dr. Ramesh Iyer,General Physician,Apollo Hospital,8 years,+91 4321098765,4.2,9:00 AM - 12:00 PM
Hyperthyroidism,Dr. Sanjay Verma,Pulmonologist,AIIMS Delhi,20 years,+91 3210987654,3.8,10:00 AM - 1:00 PM
Hypoglycemia,Dr. Priya Nair,Cardiologist,Apollo Hospital,15 years,+91 6543210987,5.0,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Neha Kapoor,Orthopedic,AIIMS Delhi,25 years,+91 8765432109,5.0,4:00 PM - 7:00 PM
Arthritis,Dr. Sanjay Verma,Dermatologist,Narayana Health,8 years,+91 7654321098,3.5,6:00 PM - 9:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Priya Nair,Orthopedic,Apollo Hospital,8 years,+91 5432109876,4.0,6:00 PM - 9:00 PM
Acne,Dr. Ramesh Iyer,Orthopedic,Tata Memorial Hospital,12 years,+91 5432109876,4.7,8:00 AM - 11:00 AM
Urinary tract infection,Dr. Priya Nair,Endocrinologist,Tata Memorial Hospital,10 years,+91 6543210987,4.2,9:00 AM - 12:00 PM
Psoriasis,Dr. Sanjay Verma,Cardiologist,Max Healthcare,12 years,+91 4321098765,4.5,4:00 PM - 7:00 PM
Impetigo,Dr. Sunita Rao,Neurologist,Manipal Hospital,10 years,+91 5432109876,4.5,2:00 PM - 5:00 PM
Fungal infection,Dr. Priya Nair,Endocrinologist,Narayana Health,20 years,+91 9876543210,5.0,4:00 PM - 7:00 PM
Allergy,Dr. Vikram Patel,Dermatologist,Fortis Hospital,5 years,+91 8765432109,4.2,4:00 PM - 7:00 PM
GERD,Dr. Vikram Patel,General Physician,Narayana Health,5 years,+91 8765432109,4.7,8:00 AM - 11:00 AM
Chronic cholestasis,Dr. Priya Nair,Pulmonologist,Fortis Hospital,20 years,+91 2109876543,3.5,10:00 AM - 1:00 PM
Drug Reaction,Dr. Sanjay Verma,Dermatologist,Max Healthcare,12 years,+91 6543210987,3.5,9:00 AM - 12:00 PM
Peptic ulcer diseae,Dr. Rajesh Sharma,Dermatologist,Medanta,12 years,+91 5432109876,5.0,9:00 AM - 12:00 PM
AIDS,Dr. Anjali Mehta,ENT Specialist,Medanta,10 years,+91 5432109876,3.5,9:00 AM - 12:00 PM
Diabetes ,Dr. Sunita Rao,Cardiologist,Fortis Hospital,25 years,+91 5432109876,5.0,2:00 PM - 5:00 PM
Gastroenteritis,Dr. Ramesh Iyer,Orthopedic,Fortis Hospital,25 years,+91 7654321098,4.5,9:00 AM - 12:00 PM
Bronchial Asthma,Dr. Sanjay Verma,Dermatologist,Medanta,10 years,+91 3210987654,4.2,2:00 PM - 5:00 PM
Hypertension ,Dr. Sanjay Verma,Endocrinologist,Manipal Hospital,10 years,+91 9876543210,3.8,8:00 AM - 11:00 AM
Migraine,Dr. Vikram Patel,Orthopedic,Fortis Hospital,5 years,+91 4321098765,4.0,10:00 AM - 1:00 PM
Cervical spondylosis,Dr. Ramesh Iyer,ENT Specialist,Manipal Hospital,25 years,+91 8765432109,4.7,10:00 AM - 1:00 PM
Paralysis (brain hemorrhage),Dr. Vikram Patel,Dermatologist,Medanta,5 years,+91 3210987654,4.5,10:00 AM - 1:00 PM
Jaundice,Dr. Sunita Rao,Cardiologist,Narayana Health,8 years,+91 4321098765,4.7,9:00 AM - 12:00 PM
Malaria,Dr. Sunita Rao,Endocrinologist,Medanta,20 years,+91 8765432109,4.0,2:00 PM - 5:00 PM
Chicken pox,Dr. Vikram Patel,Dermatologist,Max Healthcare,8 years,+91 6543210987,5.0,6:00 PM - 9:00 PM
Dengue,Dr. Sunita Rao,Endocrinologist,Apollo Hospital,10 years,+91 9876543210,3.8,10:00 AM - 1:00 PM
Typhoid,Dr. Sunita Rao,ENT Specialist,Medanta,15 years,+91 2109876543,3.5,2:00 PM - 5:00 PM
hepatitis A,Dr. Ramesh Iyer,Pulmonologist,Max Healthcare,10 years,+91 2109876543,5.0,2:00 PM - 5:00 PM
Hepatitis B,Dr. Sunita Rao,Orthopedic,AIIMS Delhi,12 years,+91 9876543210,4.9,6:00 PM - 9:00 PM
Hepatitis C,Dr. Rajesh Sharma,Endocrinologist,Tata Memorial Hospital,8 years,+91 2109876543,5.0,6:00 PM - 9:00 PM
Hepatitis D,Dr. Ramesh Iyer,Pulmonologist,Narayana Health,8 years,+91 9876543210,3.8,10:00 AM - 1:00 PM
Hepatitis E,Dr. Anjali Mehta,ENT Specialist,Medanta,8 years,+91 6543210987,4.5,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Neha Kapoor,Gastroenterologist,AIIMS Delhi,18 years,+91 4321098765,5.0,8:00 AM - 11:00 AM
Tuberculosis,Dr. Sanjay Verma,Cardiologist,Apollo Hospital,20 years,+91 3210987654,4.0,9:00 AM - 12:00 PM
Common Cold,Dr. Rajesh Sharma,Orthopedic,Narayana Health,10 years,+91 6543210987,4.0,10:00 AM - 1:00 PM
Pneumonia,Dr. Anjali Mehta,Orthopedic,Max Healthcare,18 years,+91 8765432109,3.8,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Sunita Rao,Orthopedic,Medanta,15 years,+91 5432109876,3.5,9:00 AM - 12:00 PM
Heart attack,Dr. Priya Nair,ENT Specialist,Medanta,10 years,+91 4321098765,3.8,2:00 PM - 5:00 PM
Varicose veins,Dr. Vikram Patel,Dermatologist,Narayana Health,12 years,+91 5432109876,4.2,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Sunita Rao,Cardiologist,Manipal Hospital,10 years,+91 8765432109,5.0,6:00 PM - 9:00 PM
Hyperthyroidism,Dr. Rajesh Sharma,Cardiologist,Manipal Hospital,10 years,+91 9876543210,4.7,9:00 AM - 12:00 PM
Hypoglycemia,Dr. Ramesh Iyer,Neurologist,Max Healthcare,20 years,+91 4321098765,3.5,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Sunita Rao,Cardiologist,Fortis Hospital,5 years,+91 5432109876,3.8,4:00 PM - 7:00 PM
Arthritis,Dr. Vikram Patel,Dermatologist,Tata Memorial Hospital,25 years,+91 4321098765,3.8,9:00 AM - 12:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Anjali Mehta,Pulmonologist,Max Healthcare,25 years,+91 7654321098,4.2,2:00 PM - 5:00 PM
Acne,Dr. Vikram Patel,Orthopedic,AIIMS Delhi,20 years,+91 3210987654,4.0,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Vikram Patel,Endocrinologist,Fortis Hospital,10 years,+91 2109876543,3.8,9:00 AM - 12:00 PM
Psoriasis,Dr. Vikram Patel,Orthopedic,Apollo Hospital,25 years,+91 8765432109,4.9,4:00 PM - 7:00 PM
Impetigo,Dr. Anjali Mehta,Orthopedic,Narayana Health,25 years,+91 5432109876,4.5,2:00 PM - 5:00 PM
Fungal infection,Dr. Sunita Rao,Cardiologist,Manipal Hospital,5 years,+91 7654321098,4.2,4:00 PM - 7:00 PM
Allergy,Dr. Anjali Mehta,Neurologist,Narayana Health,25 years,+91 5432109876,4.7,10:00 AM - 1:00 PM
GERD,Dr. Ramesh Iyer,Orthopedic,Narayana Health,5 years,+91 8765432109,4.0,6:00 PM - 9:00 PM
Chronic cholestasis,Dr. Anjali Mehta,ENT Specialist,Manipal Hospital,10 years,+91 3210987654,5.0,9:00 AM - 12:00 PM
Drug Reaction,Dr. Vikram Patel,General Physician,Narayana Health,8 years,+91 6543210987,3.5,2:00 PM - 5:00 PM
Peptic ulcer diseae,Dr. Priya Nair,Gastroenterologist,Narayana Health,18 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
AIDS,Dr. Ramesh Iyer,Endocrinologist,Fortis Hospital,5 years,+91 8765432109,4.9,10:00 AM - 1:00 PM
Diabetes ,Dr. Sanjay Verma,Orthopedic,Medanta,12 years,+91 5432109876,4.2,2:00 PM - 5:00 PM
Gastroenteritis,Dr. Neha Kapoor,Cardiologist,Fortis Hospital,8 years,+91 4321098765,5.0,8:00 AM - 11:00 AM
Bronchial Asthma,Dr. Ramesh Iyer,Endocrinologist,Tata Memorial Hospital,10 years,+91 2109876543,4.7,4:00 PM - 7:00 PM
Hypertension ,Dr. Vikram Patel,General Physician,Medanta,5 years,+91 7654321098,4.0,4:00 PM - 7:00 PM
Migraine,Dr. Rajesh Sharma,Orthopedic,Narayana Health,25 years,+91 5432109876,4.0,4:00 PM - 7:00 PM
Cervical spondylosis,Dr. Anjali Mehta,Pulmonologist,Tata Memorial Hospital,12 years,+91 3210987654,5.0,6:00 PM - 9:00 PM
Paralysis (brain hemorrhage),Dr. Sunita Rao,Orthopedic,Apollo Hospital,18 years,+91 2109876543,4.2,4:00 PM - 7:00 PM
Jaundice,Dr. Sanjay Verma,Orthopedic,Manipal Hospital,25 years,+91 3210987654,5.0,6:00 PM - 9:00 PM
Malaria,Dr. Priya Nair,Cardiologist,Manipal Hospital,10 years,+91 7654321098,4.2,8:00 AM - 11:00 AM
Chicken pox,Dr. Sunita Rao,Endocrinologist,AIIMS Delhi,15 years,+91 3210987654,4.7,8:00 AM - 11:00 AM
Dengue,Dr. Sanjay Verma,Gastroenterologist,Narayana Health,20 years,+91 9876543210,4.7,8:00 AM - 11:00 AM
Typhoid,Dr. Sunita Rao,Orthopedic,Manipal Hospital,25 years,+91 6543210987,3.8,2:00 PM - 5:00 PM
hepatitis A,Dr. Vikram Patel,Cardiologist,Narayana Health,20 years,+91 3210987654,4.7,9:00 AM - 12:00 PM
Hepatitis B,Dr. Rajesh Sharma,Orthopedic,Narayana Health,20 years,+91 7654321098,4.0,8:00 AM - 11:00 AM
Hepatitis C,Dr. Neha Kapoor,Dermatologist,Manipal Hospital,15 years,+91 8765432109,4.2,6:00 PM - 9:00 PM
Hepatitis D,Dr. Sanjay Verma,Orthopedic,Narayana Health,12 years,+91 5432109876,3.8,6:00 PM - 9:00 PM
Hepatitis E,Dr. Priya Nair,ENT Specialist,Fortis Hospital,12 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
Alcoholic hepatitis,Dr. Ramesh Iyer,ENT Specialist,Manipal Hospital,10 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
Tuberculosis,Dr. Neha Kapoor,Gastroenterologist,Apollo Hospital,15 years,+91 3210987654,3.5,10:00 AM - 1:00 PM
Common Cold,Dr. Anjali Mehta,Cardiologist,Fortis Hospital,18 years,+91 7654321098,4.7,9:00 AM - 12:00 PM
Pneumonia,Dr. Anjali Mehta,Orthopedic,Fortis Hospital,15 years,+91 2109876543,4.2,9:00 AM - 12:00 PM
Dimorphic hemmorhoids(piles),Dr. Vikram Patel,Dermatologist,Tata Memorial Hospital,25 years,+91 3210987654,4.9,2:00 PM - 5:00 PM
Heart attack,Dr. Sanjay Verma,Cardiologist,Manipal Hospital,15 years,+91 2109876543,4.2,10:00 AM - 1:00 PM
Varicose veins,Dr. Neha Kapoor,Cardiologist,Narayana Health,10 years,+91 6543210987,5.0,8:00 AM - 11:00 AM
Hypothyroidism,Dr. Vikram Patel,Endocrinologist,Fortis Hospital,25 years,+91 7654321098,4.2,4:00 PM - 7:00 PM
Hyperthyroidism,Dr. Vikram Patel,Gastroenterologist,Manipal Hospital,18 years,+91 7654321098,4.5,4:00 PM - 7:00 PM
Hypoglycemia,Dr. Priya Nair,Orthopedic,Manipal Hospital,12 years,+91 5432109876,4.7,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Neha Kapoor,Endocrinologist,Medanta,10 years,+91 6543210987,4.2,10:00 AM - 1:00 PM
Arthritis,Dr. Rajesh Sharma,Orthopedic,Max Healthcare,15 years,+91 7654321098,4.2,6:00 PM - 9:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Sunita Rao,Pulmonologist,AIIMS Delhi,20 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
Acne,Dr. Sunita Rao,Pulmonologist,Apollo Hospital,25 years,+91 6543210987,4.7,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Rajesh Sharma,Neurologist,Max Healthcare,25 years,+91 3210987654,4.0,9:00 AM - 12:00 PM
Psoriasis,Dr. Rajesh Sharma,Cardiologist,Medanta,10 years,+91 9876543210,4.7,2:00 PM - 5:00 PM
Impetigo,Dr. Priya Nair,Cardiologist,AIIMS Delhi,12 years,+91 3210987654,4.2,2:00 PM - 5:00 PM
Fungal infection,Dr. Sanjay Verma,Gastroenterologist,Fortis Hospital,20 years,+91 7654321098,4.2,2:00 PM - 5:00 PM
Allergy,Dr. Anjali Mehta,General Physician,Tata Memorial Hospital,15 years,+91 7654321098,3.8,2:00 PM - 5:00 PM
GERD,Dr. Ramesh Iyer,Cardiologist,Manipal Hospital,12 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
Chronic cholestasis,Dr. Vikram Patel,Endocrinologist,AIIMS Delhi,25 years,+91 4321098765,4.2,9:00 AM - 12:00 PM
Drug Reaction,Dr. Priya Nair,Endocrinologist,Fortis Hospital,20 years,+91 9876543210,4.9,4:00 PM - 7:00 PM
Peptic ulcer diseae,Dr. Vikram Patel,General Physician,Apollo Hospital,8 years,+91 9876543210,3.5,4:00 PM - 7:00 PM
AIDS,Dr. Priya Nair,ENT Specialist,Max Healthcare,5 years,+91 4321098765,4.9,10:00 AM - 1:00 PM
Diabetes ,Dr. Rajesh Sharma,ENT Specialist,Medanta,18 years,+91 2109876543,4.5,6:00 PM - 9:00 PM
Gastroenteritis,Dr. Neha Kapoor,General Physician,Fortis Hospital,18 years,+91 4321098765,4.5,10:00 AM - 1:00 PM
Bronchial Asthma,Dr. Priya Nair,Gastroenterologist,Apollo Hospital,10 years,+91 8765432109,5.0,4:00 PM - 7:00 PM
Hypertension ,Dr. Priya Nair,Pulmonologist,Max Healthcare,10 years,+91 2109876543,4.5,2:00 PM - 5:00 PM
Migraine,Dr. Neha Kapoor,Dermatologist,Manipal Hospital,5 years,+91 2109876543,3.8,4:00 PM - 7:00 PM
Cervical spondylosis,Dr. Anjali Mehta,Orthopedic,Max Healthcare,8 years,+91 5432109876,5.0,10:00 AM - 1:00 PM
Paralysis (brain hemorrhage),Dr. Vikram Patel,Dermatologist,AIIMS Delhi,15 years,+91 3210987654,4.9,10:00 AM - 1:00 PM
Jaundice,Dr. Anjali Mehta,General Physician,Manipal Hospital,20 years,+91 3210987654,5.0,2:00 PM - 5:00 PM
Malaria,Dr. Vikram Patel,Neurologist,AIIMS Delhi,15 years,+91 2109876543,4.5,8:00 AM - 11:00 AM
Chicken pox,Dr. Sanjay Verma,Cardiologist,Medanta,5 years,+91 4321098765,4.7,8:00 AM - 11:00 AM
Dengue,Dr. Rajesh Sharma,Neurologist,Narayana Health,20 years,+91 3210987654,5.0,9:00 AM - 12:00 PM
Typhoid,Dr. Priya Nair,Neurologist,Manipal Hospital,20 years,+91 8765432109,4.7,2:00 PM - 5:00 PM
hepatitis A,Dr. Rajesh Sharma,ENT Specialist,Tata Memorial Hospital,25 years,+91 7654321098,4.5,8:00 AM - 11:00 AM
Hepatitis B,Dr. Priya Nair,General Physician,Narayana Health,10 years,+91 8765432109,5.0,2:00 PM - 5:00 PM
Hepatitis C,Dr. Anjali Mehta,Orthopedic,AIIMS Delhi,8 years,+91 4321098765,4.2,6:00 PM - 9:00 PM
Hepatitis D,Dr. Vikram Patel,Cardiologist,Max Healthcare,5 years,+91 9876543210,3.5,6:00 PM - 9:00 PM
Hepatitis E,Dr. Sunita Rao,Cardiologist,Apollo Hospital,18 years,+91 5432109876,4.0,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Priya Nair,Cardiologist,Medanta,5 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
Tuberculosis,Dr. Sunita Rao,General Physician,Manipal Hospital,15 years,+91 6543210987,5.0,6:00 PM - 9:00 PM
Common Cold,Dr. Ramesh Iyer,Endocrinologist,Apollo Hospital,5 years,+91 9876543210,4.2,4:00 PM - 7:00 PM
Pneumonia,Dr. Neha Kapoor,Gastroenterologist,Manipal Hospital,25 years,+91 2109876543,4.2,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Neha Kapoor,Endocrinologist,Medanta,5 years,+91 6543210987,4.7,10:00 AM - 1:00 PM
Heart attack,Dr. Sanjay Verma,General Physician,Fortis Hospital,10 years,+91 3210987654,4.2,9:00 AM - 12:00 PM
Varicose veins,Dr. Anjali Mehta,Dermatologist,Tata Memorial Hospital,15 years,+91 7654321098,4.9,6:00 PM - 9:00 PM
Hypothyroidism,Dr. Sanjay Verma,Gastroenterologist,Max Healthcare,18 years,+91 9876543210,5.0,10:00 AM - 1:00 PM
Hyperthyroidism,Dr. Rajesh Sharma,Neurologist,Narayana Health,18 years,+91 9876543210,3.8,9:00 AM - 12:00 PM
Hypoglycemia,Dr. Vikram Patel,Pulmonologist,Manipal Hospital,12 years,+91 6543210987,4.5,2:00 PM - 5:00 PM
Osteoarthristis,Dr. Neha Kapoor,Pulmonologist,AIIMS Delhi,15 years,+91 2109876543,3.5,6:00 PM - 9:00 PM
Arthritis,Dr. Priya Nair,Endocrinologist,Medanta,12 years,+91 7654321098,4.2,2:00 PM - 5:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Rajesh Sharma,Endocrinologist,Fortis Hospital,20 years,+91 2109876543,4.2,4:00 PM - 7:00 PM
Acne,Dr. Sanjay Verma,Cardiologist,Apollo Hospital,10 years,+91 3210987654,3.8,8:00 AM - 11:00 AM
Urinary tract infection,Dr. Priya Nair,General Physician,Tata Memorial Hospital,18 years,+91 9876543210,3.5,10:00 AM - 1:00 PM
Psoriasis,Dr. Sanjay Verma,Orthopedic,Apollo Hospital,25 years,+91 7654321098,4.9,2:00 PM - 5:00 PM
Impetigo,Dr. Sunita Rao,Endocrinologist,AIIMS Delhi,25 years,+91 8765432109,3.5,9:00 AM - 12:00 PM
Fungal infection,Dr. Rajesh Sharma,Cardiologist,AIIMS Delhi,10 years,+91 6543210987,3.8,10:00 AM - 1:00 PM
Allergy,Dr. Rajesh Sharma,Neurologist,Max Healthcare,20 years,+91 8765432109,4.0,6:00 PM - 9:00 PM
GERD,Dr. Neha Kapoor,Endocrinologist,Apollo Hospital,15 years,+91 5432109876,3.8,2:00 PM - 5:00 PM
Chronic cholestasis,Dr. Neha Kapoor,Gastroenterologist,Tata Memorial Hospital,12 years,+91 3210987654,5.0,9:00 AM - 12:00 PM
Drug Reaction,Dr. Vikram Patel,Gastroenterologist,AIIMS Delhi,12 years,+91 2109876543,3.8,10:00 AM - 1:00 PM
Peptic ulcer diseae,Dr. Priya Nair,Neurologist,Fortis Hospital,8 years,+91 7654321098,3.8,10:00 AM - 1:00 PM
AIDS,Dr. Ramesh Iyer,Gastroenterologist,Fortis Hospital,8 years,+91 5432109876,5.0,6:00 PM - 9:00 PM
Diabetes ,Dr. Ramesh Iyer,General Physician,Fortis Hospital,25 years,+91 5432109876,3.5,8:00 AM - 11:00 AM
Gastroenteritis,Dr. Sanjay Verma,Cardiologist,Narayana Health,25 years,+91 2109876543,5.0,8:00 AM - 11:00 AM
Bronchial Asthma,Dr. Sanjay Verma,Cardiologist,AIIMS Delhi,18 years,+91 4321098765,4.7,10:00 AM - 1:00 PM
Hypertension ,Dr. Anjali Mehta,Neurologist,Medanta,25 years,+91 6543210987,3.8,10:00 AM - 1:00 PM
Migraine,Dr. Sanjay Verma,ENT Specialist,Manipal Hospital,8 years,+91 3210987654,3.5,4:00 PM - 7:00 PM
Cervical spondylosis,Dr. Ramesh Iyer,General Physician,Manipal Hospital,5 years,+91 9876543210,4.5,9:00 AM - 12:00 PM
Paralysis (brain hemorrhage),Dr. Ramesh Iyer,Endocrinologist,Manipal Hospital,25 years,+91 6543210987,4.9,8:00 AM - 11:00 AM
Jaundice,Dr. Anjali Mehta,General Physician,Manipal Hospital,10 years,+91 6543210987,4.9,9:00 AM - 12:00 PM
Malaria,Dr. Anjali Mehta,Endocrinologist,Tata Memorial Hospital,5 years,+91 2109876543,3.8,4:00 PM - 7:00 PM
Chicken pox,Dr. Anjali Mehta,Gastroenterologist,Tata Memorial Hospital,20 years,+91 5432109876,4.7,4:00 PM - 7:00 PM
Dengue,Dr. Neha Kapoor,General Physician,Manipal Hospital,10 years,+91 9876543210,4.2,6:00 PM - 9:00 PM
Typhoid,Dr. Sanjay Verma,Neurologist,Narayana Health,10 years,+91 7654321098,3.5,2:00 PM - 5:00 PM
hepatitis A,Dr. Vikram Patel,Dermatologist,AIIMS Delhi,10 years,+91 2109876543,4.7,2:00 PM - 5:00 PM
Hepatitis B,Dr. Vikram Patel,Neurologist,Apollo Hospital,12 years,+91 6543210987,4.0,4:00 PM - 7:00 PM
Hepatitis C,Dr. Neha Kapoor,Cardiologist,Medanta,20 years,+91 8765432109,5.0,4:00 PM - 7:00 PM
Hepatitis D,Dr. Anjali Mehta,Dermatologist,Tata Memorial Hospital,15 years,+91 2109876543,5.0,4:00 PM - 7:00 PM
Hepatitis E,Dr. Anjali Mehta,Neurologist,Manipal Hospital,15 years,+91 2109876543,3.8,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Priya Nair,Cardiologist,Medanta,8 years,+91 7654321098,4.0,2:00 PM - 5:00 PM
Tuberculosis,Dr. Rajesh Sharma,Orthopedic,Narayana Health,15 years,+91 9876543210,4.7,2:00 PM - 5:00 PM
Common Cold,Dr. Anjali Mehta,General Physician,Medanta,5 years,+91 9876543210,4.7,8:00 AM - 11:00 AM
Pneumonia,Dr. Sanjay Verma,Cardiologist,Fortis Hospital,5 years,+91 5432109876,4.9,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Rajesh Sharma,Orthopedic,Max Healthcare,5 years,+91 2109876543,4.0,4:00 PM - 7:00 PM
Heart attack,Dr. Priya Nair,Cardiologist,Medanta,10 years,+91 2109876543,3.5,6:00 PM - 9:00 PM
Varicose veins,Dr. Rajesh Sharma,Pulmonologist,Apollo Hospital,12 years,+91 6543210987,4.5,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Rajesh Sharma,Neurologist,Max Healthcare,20 years,+91 8765432109,4.0,2:00 PM - 5:00 PM
Hyperthyroidism,Dr. Anjali Mehta,Cardiologist,Tata Memorial Hospital,8 years,+91 6543210987,4.7,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Anjali Mehta,Cardiologist,Fortis Hospital,12 years,+91 4321098765,4.2,9:00 AM - 12:00 PM
Osteoarthristis,Dr. Neha Kapoor,Pulmonologist,AIIMS Delhi,10 years,+91 3210987654,3.8,9:00 AM - 12:00 PM
Arthritis,Dr. Priya Nair,Neurologist,Medanta,10 years,+91 2109876543,3.8,4:00 PM - 7:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Neha Kapoor,Endocrinologist,Medanta,8 years,+91 3210987654,4.7,10:00 AM - 1:00 PM
Acne,Dr. Rajesh Sharma,Pulmonologist,Narayana Health,12 years,+91 3210987654,5.0,2:00 PM - 5:00 PM
Urinary tract infection,Dr. Sanjay Verma,Orthopedic,Medanta,25 years,+91 4321098765,4.0,4:00 PM - 7:00 PM
Psoriasis,Dr. Rajesh Sharma,Orthopedic,Narayana Health,18 years,+91 4321098765,3.5,2:00 PM - 5:00 PM
Impetigo,Dr. Priya Nair,General Physician,Narayana Health,25 years,+91 2109876543,4.7,2:00 PM - 5:00 PM
Fungal infection,Dr. Priya Nair,Dermatologist,Max Healthcare,25 years,+91 7654321098,3.5,9:00 AM - 12:00 PM
Allergy,Dr. Anjali Mehta,General Physician,Max Healthcare,15 years,+91 7654321098,4.5,6:00 PM - 9:00 PM
GERD,Dr. Sunita Rao,Gastroenterologist,Narayana Health,12 years,+91 7654321098,4.2,4:00 PM - 7:00 PM
Chronic cholestasis,Dr. Rajesh Sharma,Endocrinologist,Medanta,10 years,+91 6543210987,4.7,8:00 AM - 11:00 AM
Drug Reaction,Dr. Rajesh Sharma,Neurologist,AIIMS Delhi,12 years,+91 5432109876,4.7,2:00 PM - 5:00 PM
Peptic ulcer diseae,Dr. Anjali Mehta,Cardiologist,Fortis Hospital,8 years,+91 6543210987,4.2,6:00 PM - 9:00 PM
AIDS,Dr. Neha Kapoor,Orthopedic,AIIMS Delhi,18 years,+91 2109876543,4.5,6:00 PM - 9:00 PM
Diabetes ,Dr. Vikram Patel,Orthopedic,AIIMS Delhi,18 years,+91 7654321098,4.5,10:00 AM - 1:00 PM
Gastroenteritis,Dr. Ramesh Iyer,Gastroenterologist,Apollo Hospital,10 years,+91 8765432109,3.5,9:00 AM - 12:00 PM
Bronchial Asthma,Dr. Vikram Patel,Pulmonologist,Fortis Hospital,10 years,+91 8765432109,3.8,8:00 AM - 11:00 AM
Hypertension ,Dr. Ramesh Iyer,General Physician,Medanta,15 years,+91 3210987654,3.5,4:00 PM - 7:00 PM
Migraine,Dr. Sanjay Verma,Pulmonologist,Narayana Health,8 years,+91 7654321098,3.5,9:00 AM - 12:00 PM
Cervical spondylosis,Dr. Sanjay Verma,Gastroenterologist,Max Healthcare,10 years,+91 4321098765,4.5,2:00 PM - 5:00 PM
Paralysis (brain hemorrhage),Dr. Rajesh Sharma,Gastroenterologist,Tata Memorial Hospital,15 years,+91 8765432109,3.5,4:00 PM - 7:00 PM
Jaundice,Dr. Rajesh Sharma,Gastroenterologist,Max Healthcare,20 years,+91 9876543210,5.0,8:00 AM - 11:00 AM
Malaria,Dr. Ramesh Iyer,Orthopedic,Tata Memorial Hospital,12 years,+91 2109876543,3.5,6:00 PM - 9:00 PM
Chicken pox,Dr. Sunita Rao,Neurologist,Tata Memorial Hospital,20 years,+91 4321098765,4.9,4:00 PM - 7:00 PM
Dengue,Dr. Sunita Rao,Dermatologist,Max Healthcare,18 years,+91 4321098765,4.9,2:00 PM - 5:00 PM
Typhoid,Dr. Ramesh Iyer,General Physician,Narayana Health,5 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
hepatitis A,Dr. Sunita Rao,Dermatologist,AIIMS Delhi,18 years,+91 8765432109,4.5,8:00 AM - 11:00 AM
Hepatitis B,Dr. Sanjay Verma,General Physician,Medanta,5 years,+91 3210987654,5.0,8:00 AM - 11:00 AM
Hepatitis C,Dr. Rajesh Sharma,Neurologist,Apollo Hospital,5 years,+91 4321098765,5.0,10:00 AM - 1:00 PM
Hepatitis D,Dr. Anjali Mehta,ENT Specialist,Narayana Health,10 years,+91 5432109876,4.5,8:00 AM - 11:00 AM
Hepatitis E,Dr. Vikram Patel,Neurologist,Tata Memorial Hospital,18 years,+91 3210987654,4.9,8:00 AM - 11:00 AM
